old_token,new_token,rule
FUN_005bfa28,recovered_fn_004bfa28,function-name normalization
FUN_005bfa30,recovered_fn_004bfa30,function-name normalization
FUN_005bfa54,recovered_fn_004bfa54,function-name normalization
FUN_005bfa78,recovered_fn_004bfa78,function-name normalization
FUN_005bfaa8,recovered_fn_004bfaa8,function-name normalization
FUN_005bfae0,recovered_fn_004bfae0,function-name normalization
FUN_005bfb14,recovered_fn_004bfb14,function-name normalization
FUN_005bfb50,recovered_fn_004bfb50,function-name normalization
FUN_005bfb6c,recovered_fn_004bfb6c,function-name normalization
FUN_005bfb88,recovered_fn_004bfb88,function-name normalization
FUN_005bfba4,recovered_fn_004bfba4,function-name normalization
FUN_005bfbb4,recovered_fn_004bfbb4,function-name normalization
FUN_005bfbbc,recovered_fn_004bfbbc,function-name normalization
FUN_005bfbc4,recovered_fn_004bfbc4,function-name normalization
FUN_005bfcf8,recovered_fn_004bfcf8,function-name normalization
FUN_005bfd44,recovered_fn_004bfd44,function-name normalization
FUN_005bfe6c,recovered_fn_004bfe6c,function-name normalization
FUN_005bfec4,recovered_fn_004bfec4,function-name normalization
FUN_005bfee0,recovered_fn_004bfee0,function-name normalization
FUN_005c0054,recovered_fn_004c0054,function-name normalization
FUN_005c0100,recovered_fn_004c0100,function-name normalization
FUN_005c012c,recovered_fn_004c012c,function-name normalization
FUN_005c0148,recovered_fn_004c0148,function-name normalization
FUN_005c0360,recovered_fn_004c0360,function-name normalization
FUN_005c03bc,recovered_fn_004c03bc,function-name normalization
FUN_005c04f8,recovered_fn_004c04f8,function-name normalization
FUN_005c0568,recovered_fn_004c0568,function-name normalization
FUN_005c0594,recovered_fn_004c0594,function-name normalization
FUN_005c05b4,recovered_fn_004c05b4,function-name normalization
FUN_005c05d4,recovered_fn_004c05d4,function-name normalization
FUN_005c05dc,recovered_fn_004c05dc,function-name normalization
FUN_005c0640,recovered_fn_004c0640,function-name normalization
FUN_005c06a8,recovered_fn_004c06a8,function-name normalization
FUN_005c071c,recovered_fn_004c071c,function-name normalization
FUN_005c07b8,recovered_fn_004c07b8,function-name normalization
FUN_005c07c0,recovered_fn_004c07c0,function-name normalization
FUN_005c0858,recovered_fn_004c0858,function-name normalization
FUN_005c08cc,recovered_fn_004c08cc,function-name normalization
FUN_005c09d0,recovered_fn_004c09d0,function-name normalization
FUN_005c0bf4,recovered_fn_004c0bf4,function-name normalization
FUN_005c0dc8,recovered_fn_004c0dc8,function-name normalization
FUN_005c0ee4,recovered_fn_004c0ee4,function-name normalization
FUN_005c11a8,recovered_fn_004c11a8,function-name normalization
FUN_005c11b0,recovered_fn_004c11b0,function-name normalization
FUN_005c11cc,recovered_fn_004c11cc,function-name normalization
FUN_005c11d4,recovered_fn_004c11d4,function-name normalization
FUN_005c11dc,recovered_fn_004c11dc,function-name normalization
FUN_005c11e4,recovered_fn_004c11e4,function-name normalization
FUN_005c11ec,recovered_fn_004c11ec,function-name normalization
FUN_005c11f4,recovered_fn_004c11f4,function-name normalization
FUN_005c11fc,recovered_fn_004c11fc,function-name normalization
FUN_005c1204,recovered_fn_004c1204,function-name normalization
FUN_005c120c,recovered_fn_004c120c,function-name normalization
FUN_005c1214,recovered_fn_004c1214,function-name normalization
FUN_005c121c,recovered_fn_004c121c,function-name normalization
FUN_005c1224,recovered_fn_004c1224,function-name normalization
FUN_005c122c,recovered_fn_004c122c,function-name normalization
FUN_005c1234,recovered_fn_004c1234,function-name normalization
FUN_005c123c,recovered_fn_004c123c,function-name normalization
FUN_005c1244,recovered_fn_004c1244,function-name normalization
FUN_005c124c,recovered_fn_004c124c,function-name normalization
FUN_005c1254,recovered_fn_004c1254,function-name normalization
FUN_005c125c,recovered_fn_004c125c,function-name normalization
FUN_005c1264,recovered_fn_004c1264,function-name normalization
FUN_005c126c,recovered_fn_004c126c,function-name normalization
FUN_005c1274,recovered_fn_004c1274,function-name normalization
FUN_005c127c,recovered_fn_004c127c,function-name normalization
FUN_005c1284,recovered_fn_004c1284,function-name normalization
FUN_005c128c,recovered_fn_004c128c,function-name normalization
FUN_005c1294,recovered_fn_004c1294,function-name normalization
FUN_005c129c,recovered_fn_004c129c,function-name normalization
FUN_005c12a4,recovered_fn_004c12a4,function-name normalization
FUN_005c12ac,recovered_fn_004c12ac,function-name normalization
FUN_005c12b4,recovered_fn_004c12b4,function-name normalization
FUN_005c12bc,recovered_fn_004c12bc,function-name normalization
FUN_005c12c4,recovered_fn_004c12c4,function-name normalization
FUN_005c1790,recovered_fn_004c1790,function-name normalization
FUN_005c1894,recovered_fn_004c1894,function-name normalization
FUN_005c18a4,recovered_fn_004c18a4,function-name normalization
FUN_005c18b4,recovered_fn_004c18b4,function-name normalization
FUN_005c18bc,recovered_fn_004c18bc,function-name normalization
FUN_005c18e8,recovered_fn_004c18e8,function-name normalization
FUN_005c191c,recovered_fn_004c191c,function-name normalization
FUN_005c1928,recovered_fn_004c1928,function-name normalization
FUN_005c1934,recovered_fn_004c1934,function-name normalization
FUN_005c1a34,recovered_fn_004c1a34,function-name normalization
FUN_005c1a3c,recovered_fn_004c1a3c,function-name normalization
FUN_005c1a44,recovered_fn_004c1a44,function-name normalization
FUN_005c1b10,recovered_fn_004c1b10,function-name normalization
FUN_005c1b84,recovered_fn_004c1b84,function-name normalization
FUN_005c1b8c,recovered_fn_004c1b8c,function-name normalization
FUN_005c1b94,recovered_fn_004c1b94,function-name normalization
FUN_005c1b9c,recovered_fn_004c1b9c,function-name normalization
FUN_005c1c10,recovered_fn_004c1c10,function-name normalization
FUN_005c1c84,recovered_fn_004c1c84,function-name normalization
FUN_005c1cf8,recovered_fn_004c1cf8,function-name normalization
FUN_005c1d6c,recovered_fn_004c1d6c,function-name normalization
FUN_005c1d74,recovered_fn_004c1d74,function-name normalization
FUN_005c1d7c,recovered_fn_004c1d7c,function-name normalization
FUN_005c1d98,recovered_fn_004c1d98,function-name normalization
FUN_005c1dc8,recovered_fn_004c1dc8,function-name normalization
FUN_005c1dd0,recovered_fn_004c1dd0,function-name normalization
FUN_005c1dd8,recovered_fn_004c1dd8,function-name normalization
FUN_005c1e30,recovered_fn_004c1e30,function-name normalization
FUN_005c1eac,recovered_fn_004c1eac,function-name normalization
FUN_005c1eb4,recovered_fn_004c1eb4,function-name normalization
FUN_005c1ee4,recovered_fn_004c1ee4,function-name normalization
FUN_005c1f18,recovered_fn_004c1f18,function-name normalization
FUN_005c1f4c,recovered_fn_004c1f4c,function-name normalization
FUN_005c1fd8,recovered_fn_004c1fd8,function-name normalization
FUN_005c2040,recovered_fn_004c2040,function-name normalization
FUN_005c20a8,recovered_fn_004c20a8,function-name normalization
FUN_005c20dc,recovered_fn_004c20dc,function-name normalization
FUN_005c20f8,recovered_fn_004c20f8,function-name normalization
FUN_005c2100,recovered_fn_004c2100,function-name normalization
FUN_005c2108,recovered_fn_004c2108,function-name normalization
FUN_005c2110,recovered_fn_004c2110,function-name normalization
FUN_005c2118,recovered_fn_004c2118,function-name normalization
FUN_005c2130,recovered_fn_004c2130,function-name normalization
FUN_005c2138,recovered_fn_004c2138,function-name normalization
FUN_005c2140,recovered_fn_004c2140,function-name normalization
FUN_005c215c,recovered_fn_004c215c,function-name normalization
FUN_005c2164,recovered_fn_004c2164,function-name normalization
FUN_005c21a0,recovered_fn_004c21a0,function-name normalization
FUN_005c21ac,recovered_fn_004c21ac,function-name normalization
FUN_005c222c,recovered_fn_004c222c,function-name normalization
FUN_005c23f4,recovered_fn_004c23f4,function-name normalization
FUN_005c241c,recovered_fn_004c241c,function-name normalization
FUN_005c2438,recovered_fn_004c2438,function-name normalization
FUN_005c24c8,recovered_fn_004c24c8,function-name normalization
FUN_005c253c,recovered_fn_004c253c,function-name normalization
FUN_005c25c4,recovered_fn_004c25c4,function-name normalization
FUN_005c2610,recovered_fn_004c2610,function-name normalization
FUN_005c265c,recovered_fn_004c265c,function-name normalization
FUN_005c27a8,recovered_fn_004c27a8,function-name normalization
FUN_005c2848,recovered_fn_004c2848,function-name normalization
FUN_005c2940,recovered_fn_004c2940,function-name normalization
FUN_005c2988,recovered_fn_004c2988,function-name normalization
FUN_005c29a4,recovered_fn_004c29a4,function-name normalization
FUN_005c29d4,recovered_fn_004c29d4,function-name normalization
FUN_005c29e0,recovered_fn_004c29e0,function-name normalization
FUN_005c29f0,recovered_fn_004c29f0,function-name normalization
FUN_005c2a04,recovered_fn_004c2a04,function-name normalization
FUN_005c2ac0,recovered_fn_004c2ac0,function-name normalization
FUN_005c2b74,recovered_fn_004c2b74,function-name normalization
FUN_005c2e44,recovered_fn_004c2e44,function-name normalization
FUN_005c315c,recovered_fn_004c315c,function-name normalization
FUN_005c31bc,recovered_fn_004c31bc,function-name normalization
FUN_005c337c,recovered_fn_004c337c,function-name normalization
FUN_005c3494,recovered_fn_004c3494,function-name normalization
FUN_005c349c,recovered_fn_004c349c,function-name normalization
FUN_005c355c,recovered_fn_004c355c,function-name normalization
FUN_005c3610,recovered_fn_004c3610,function-name normalization
FUN_005c36bc,recovered_fn_004c36bc,function-name normalization
FUN_005c3780,recovered_fn_004c3780,function-name normalization
FUN_005c38ac,recovered_fn_004c38ac,function-name normalization
FUN_005c3d50,recovered_fn_004c3d50,function-name normalization
FUN_005c3e74,recovered_fn_004c3e74,function-name normalization
FUN_005c3e7c,recovered_fn_004c3e7c,function-name normalization
FUN_005c3e84,recovered_fn_004c3e84,function-name normalization
FUN_005c3e8c,recovered_fn_004c3e8c,function-name normalization
FUN_005c3e94,recovered_fn_004c3e94,function-name normalization
FUN_005c3e9c,recovered_fn_004c3e9c,function-name normalization
FUN_005c3ea4,recovered_fn_004c3ea4,function-name normalization
FUN_005c3eac,recovered_fn_004c3eac,function-name normalization
FUN_005c3eb4,recovered_fn_004c3eb4,function-name normalization
FUN_005c3ebc,recovered_fn_004c3ebc,function-name normalization
FUN_005c3ecc,recovered_fn_004c3ecc,function-name normalization
FUN_005c3ed4,recovered_fn_004c3ed4,function-name normalization
FUN_005c3edc,recovered_fn_004c3edc,function-name normalization
FUN_005c3ee4,recovered_fn_004c3ee4,function-name normalization
FUN_005c3eec,recovered_fn_004c3eec,function-name normalization
FUN_005c3ef4,recovered_fn_004c3ef4,function-name normalization
FUN_005c3efc,recovered_fn_004c3efc,function-name normalization
FUN_005c3f0c,recovered_fn_004c3f0c,function-name normalization
FUN_005c406c,recovered_fn_004c406c,function-name normalization
FUN_005c407c,recovered_fn_004c407c,function-name normalization
FUN_005c4100,recovered_fn_004c4100,function-name normalization
FUN_005c412c,recovered_fn_004c412c,function-name normalization
FUN_005c41cc,recovered_fn_004c41cc,function-name normalization
FUN_005c4240,recovered_fn_004c4240,function-name normalization
FUN_005c4278,recovered_fn_004c4278,function-name normalization
FUN_005c4688,recovered_fn_004c4688,function-name normalization
FUN_005c46a8,recovered_fn_004c46a8,function-name normalization
FUN_005c46ac,recovered_fn_004c46ac,function-name normalization
FUN_005c4908,recovered_fn_004c4908,function-name normalization
FUN_005c4bb8,recovered_fn_004c4bb8,function-name normalization
FUN_005c4ef4,recovered_fn_004c4ef4,function-name normalization
FUN_005c4fa8,recovered_fn_004c4fa8,function-name normalization
FUN_005c51c4,recovered_fn_004c51c4,function-name normalization
FUN_005c523c,recovered_fn_004c523c,function-name normalization
FUN_005c525c,recovered_fn_004c525c,function-name normalization
FUN_005c52a0,recovered_fn_004c52a0,function-name normalization
FUN_005c5358,recovered_fn_004c5358,function-name normalization
FUN_005c5360,recovered_fn_004c5360,function-name normalization
FUN_005c5368,recovered_fn_004c5368,function-name normalization
FUN_005c5374,recovered_fn_004c5374,function-name normalization
FUN_005c537c,recovered_fn_004c537c,function-name normalization
FUN_005c5384,recovered_fn_004c5384,function-name normalization
FUN_005c538c,recovered_fn_004c538c,function-name normalization
FUN_005c5394,recovered_fn_004c5394,function-name normalization
FUN_005c539c,recovered_fn_004c539c,function-name normalization
FUN_005c53c8,recovered_fn_004c53c8,function-name normalization
FUN_005c53d0,recovered_fn_004c53d0,function-name normalization
FUN_005c53d8,recovered_fn_004c53d8,function-name normalization
FUN_005c53e0,recovered_fn_004c53e0,function-name normalization
FUN_005c53e8,recovered_fn_004c53e8,function-name normalization
FUN_005c53f0,recovered_fn_004c53f0,function-name normalization
FUN_005c53f8,recovered_fn_004c53f8,function-name normalization
FUN_005c5400,recovered_fn_004c5400,function-name normalization
FUN_005c5408,recovered_fn_004c5408,function-name normalization
FUN_005c5410,recovered_fn_004c5410,function-name normalization
FUN_005c5418,recovered_fn_004c5418,function-name normalization
FUN_005c5420,recovered_fn_004c5420,function-name normalization
FUN_005c5428,recovered_fn_004c5428,function-name normalization
FUN_005c5430,recovered_fn_004c5430,function-name normalization
FUN_005c5438,recovered_fn_004c5438,function-name normalization
FUN_005c5440,recovered_fn_004c5440,function-name normalization
FUN_005c5448,recovered_fn_004c5448,function-name normalization
FUN_005c5450,recovered_fn_004c5450,function-name normalization
FUN_005c5458,recovered_fn_004c5458,function-name normalization
FUN_005c5460,recovered_fn_004c5460,function-name normalization
FUN_005c548c,recovered_fn_004c548c,function-name normalization
FUN_005c5494,recovered_fn_004c5494,function-name normalization
FUN_005c5630,recovered_fn_004c5630,function-name normalization
FUN_005c5fe8,recovered_fn_004c5fe8,function-name normalization
FUN_005c6c30,recovered_fn_004c6c30,function-name normalization
FUN_005c6f30,recovered_fn_004c6f30,function-name normalization
FUN_005c70cc,recovered_fn_004c70cc,function-name normalization
FUN_005c7808,recovered_fn_004c7808,function-name normalization
FUN_005c7940,recovered_fn_004c7940,function-name normalization
FUN_005c7a8c,recovered_fn_004c7a8c,function-name normalization
FUN_005c7d60,recovered_fn_004c7d60,function-name normalization
FUN_005c7d74,recovered_fn_004c7d74,function-name normalization
FUN_005c7e5c,recovered_fn_004c7e5c,function-name normalization
FUN_005c7fe8,recovered_fn_004c7fe8,function-name normalization
FUN_005c8058,recovered_fn_004c8058,function-name normalization
FUN_005c8098,recovered_fn_004c8098,function-name normalization
FUN_005c80c8,recovered_fn_004c80c8,function-name normalization
FUN_005c816c,recovered_fn_004c816c,function-name normalization
FUN_005c8358,recovered_fn_004c8358,function-name normalization
FUN_005c8370,recovered_fn_004c8370,function-name normalization
